Gene_symbol Ratio_2h Ratio_6h Ratio_12h Ratio_18h Ratio_24h Count_2h Count_6h Count_12h Count_18h Count_24h
ASNS -0.104336659814736 -0.0824300999459491 -0.199373960721821 -0.322620422361685 -0.469677629817189 17 18 18 17 21
ASPSCR1 0.114347548700413 -0.025170575734906 0.0788836264855121 -0.0180643893603616 -0.0224743465748992 6 8 2 5 7
ASRGL1 0.0483077739568969 -0.0427843980892396 0.115988262416478 0.41058165078379 0.422404403035407 6 12 5 7 12
ATAD1 -0.0465609057577411 -0.125254339031466 -0.050745463581399 0.0235923691553672 -0.00216242115062078 9 5 9 7 9
ATAD2 0.112802297209248 0.158477667934629 0.0218336639160689 -0.175939705406043 -0.0867837661420667 16 17 17 15 20
ATAD2B -0.0997664862929298 0.220984076809529 -0.2644763800077 -0.0708014676002111 0.263975349781525 5 4 4 6 5
ATAD3A -0.00331438850667705 -0.145612247166476 -0.0363274918177651 -0.126444299724691 -0.122076303695736 40 41 36 46 44
ATF7IP 0.0222731392728449 0.0664424685724244 -0.205142240625298 -0.277627747659005 -0.388244653392299 3 4 2 2 4
ATG3 0.090418884020316 0.0732566463684017 0.0426351041897784 -0.0271540515037266 -0.0702519218204442 21 17 23 21 19
ATG4B 0.160121012250196 0.0561611690887765 0.0388508573735909 -0.165686877029875 -0.171334947398768 9 10 7 6 11
ATG5 -0.0399805976908812 0.106047628275052 0.185506998379068 0.275576735965917 0.26558734813267 2 3 4 4 4
ATG7 0.365499661764001 0.104201052854319 -0.0364681670692918 0.0703150310099206 0.311667433363736 2 6 5 4 5
ATIC -0.0146409468817531 -0.0524158941511385 -0.0550567933689352 -0.0773797407970136 -0.0781999199213716 90 90 81 98 84
ATL2 0.0313857322271082 -0.0806576633452252 0.0717092761446625 -0.160016607845904 -0.224163787341664 7 4 8 6 5
ATL3 0.0423973691573725 -0.1598874787305 -0.0074825763312062 -0.0677763720484928 0.0238270252568727 26 27 22 28 28
ATOX1 0.120341278888264 0.0754439983134458 0.0209258388545479 0.203668051906411 0.216384102688436 6 5 5 5 5
ATP11C -0.295958067720822 -0.213253950733534 0.0936635056814405 -0.0662614422687213 -0.0489336451979224 5 6 6 5 7
ATP1A1 0.186491728377862 0.122522722405067 0.060427367445517 -0.0159256899902542 -0.0557509641184533 26 35 30 35 36
ATP1B3 0.109140889741553 0.0390287171855081 0.0622337848115417 -0.0401209172008775 -0.0366088286051013 13 13 13 14 14
ATP2A2 0.0418626085257273 -0.116497840501748 0.0630926260562396 -0.0255958358826835 0.125352523540741 33 37 38 33 39
ATP2A3 -0.0859684538621651 -0.214870834003905 -0.0935601761623379 -0.123533772290994 0.0838749956148962 26 32 28 28 29
ATP2B4 -0.13119435170845 -0.185612862342351 0.691522623405039 0.932664170746583 1.31940558511865 5 7 5 2 10
ATP5A1 -0.0493519591352916 -0.0772429989324604 -0.0547790315196196 -0.0255958358826835 0.0242817800944914 90 86 82 96 82
ATP5B -0.00115369461637034 -0.0132121114268512 0.000375149482177433 -0.00475305539981947 0.0254119530357581 144 186 157 179 165
ATP5C1 -0.0206266505899579 -0.139076515046112 -0.0540843928423791 -0.092478087200385 0.0426053851682425 16 21 17 21 18
ATP5D -0.0794293150029151 -0.0297002342154199 -0.0398402645317911 -0.0187765851791832 0.0518477284674191 8 9 7 6 9
ATP5F1 -0.0625362198953893 -0.254714967976918 0.054811833006958 -0.0353423807921971 -0.0654344459486331 24 28 23 27 30
ATP5H 0.115394264839949 -0.280362489973778 0.126674999335413 0.00779715854069226 0.0129702494510187 27 29 27 30 31
ATP5I 0.0491732895331528 -0.229710961847024 0.112459132639574 0.0100326801613969 -0.0316774964507602 6 8 5 7 7
ATP5J -0.00230646738316905 -0.0599089890186852 -0.0590783422012531 -0.152118504431943 0.0482630200301687 7 10 8 7 11
ATP5L -0.0809304876729839 -0.457226545544628 0.0236510296026748 -0.0852886748169874 -0.152767519261769 7 7 7 8 7
ATP5O -0.0493519591352916 -0.190298791626595 -0.140778655782796 -0.135666196969044 -0.109828565307087 22 19 17 22 19
ATP6AP1 -0.0248869993131796 -0.0167815502334021 0.0283810370282816 -0.0494913701651037 0.235857701788915 3 4 4 4 4
ATP6V0C 0.0429769169466829 0.096822867528827 -0.00259451670845239 -0.328951323912009 0.153655123278221 3 4 2 3 4
ATP6V1A -0.0772429989324604 -0.0824300999459491 -0.00432160595009342 0.170280308845151 0.134366190395551 32 33 24 32 31
ATP6V1B2 -0.0294175468350917 0.0191703792493263 0.0358305905991994 0.147234060913628 0.100422172814405 17 25 22 24 27
ATP6V1E1 0.0653702763003367 -0.0133550586690676 0.100282976997722 0.0419220165860578 0.0556512715648851 7 9 10 9 14
ATP6V1F -0.0409625477784978 -0.087191249562623 0.0298089598105332 -0.140778655782796 0.0989226584150279 6 4 5 5 4
ATP6V1G1;ATP6V1G2-DDX39B;ATP6V1G2 -0.071076162010959 0.0994017152308004 0.034441024188071 0.076006562189121 0.133052469416402 2 3 2 4 6
ATP6V1H 0.0184249552484122 0.0529099142259408 0.0159429865647838 0.215613280068544 0.162864086076817 8 11 12 11 12
ATPAF1 0.0617217368768357 0.0863388787401157 0.265223191034481 0.360249208169281 0.317354794411322 5 4 4 5 5
ATRX -0.000576962631520594 -0.0370307309449671 0.199172560125604 0.050158818600817 0.214708926539505 14 14 7 10 11
ATXN10 -0.0139267060429218 -0.00417776078910992 -0.048794180260805 -0.072860401931245 -0.259543673148691 22 27 23 27 25
ATXN2 -0.134089480920423 0.0147473264798431 0.00808729037360513 0.0973320948662456 0.106901886792983 6 9 5 4 7
ATXN2L 0.0140915924250917 0.0709513670740619 0.00153006782262963 0.00411755116799408 -0.144046369616707 30 35 33 37 34
ATXN3 -0.0357646536009747 0.0214821799941057 0.00688362444904802 0.0503530173506151 0.0602017242273756 5 4 4 4 5
AUP1 0.0874574311540798 -0.238297727512287 -0.0210532520540752 -0.158078456498626 0.109654484356857 4 5 3 3 7
AURKA 0.105162839242078 0.169988120731096 0.335462547607492 0.495328764614261 0.708160726742886 2 3 3 4 4
AURKB 0.0180743007093381 -0.107821755912854 -0.0229004021100788 0.119635762360421 0.182655076464285 3 4 9 11 9
B2M 0.14772943428839 0.621244249011115 0.394809123898412 0.0977179928503493 0.535457190193981 4 5 3 5 5
B3GALT6 0.0152867089567379 0.156434156011019 0.0356679126005155 -0.147567207094632 -0.225274929869569 7 5 8 7 7
B3GAT3 0.0721642127783795 0.161249881666861 0.081781708084357 0.146674972749768 0.20421643140274 5 2 2 3 3
BAG2 0.0415359079149749 0.233040235489665 0.175126264867676 0.243062122588745 0.142241893598869 13 20 9 12 17
BAG4 0.153558836623621 0.251658996592341 0.169095690197941 0.0236803607207851 0.0156221024351494 3 4 2 2 4
BAG5 -0.0909888884147722 0.0118206857913044 -0.0174943794592725 -0.0662614422687213 0.0253679037446445 8 9 9 9 8
BAG6 0.0418774603114674 0.0385692908410016 0.0169498590834013 0.0564461903356613 -0.00245049923482243 28 43 27 34 50
BAIAP2 -0.154842406869233 -0.0166389421137891 0.350632866792203 0.770953574022445 0.949533129649338 9 10 10 7 13
BANF1 -0.00662118012237995 -0.239398041566556 -0.065572311593622 0.101443352706452 -0.0322419311374939 13 13 12 12 12
BAP1 0.13229327276281 0.0580373430756023 -0.0750533646045073 0.0118352315074861 0.0916482136283958 2 4 3 3 5
BAT1 -0.023752135898995 0.0330823177729688 0.0260140948461906 0.00666620156629935 0.0250302371872846 63 59 59 60 59
BAT3 -0.126576457013373 -0.167100968963075 0.348335186067117 0.133131575381652 0.317804279731436 3 1 2 3 3
BAT5 0.174881951470047 -0.111298453402541 0.229433093803748 0.340605135739658 0.452727865758689 4 3 2 1 3
BAZ1A -0.0224743465748992 -0.251082803316987 -0.0275787274742827 -0.24379092506481 0.173384400351018 3 4 4 3 3
BAZ1B 0.115863189969504 -0.323658291026245 -0.351854439132379 -0.963400137716715 -0.756937877411255 6 8 8 6 6
BCAP31 -0.0183493098788917 -0.0119249484797085 0.0122862214652018 -0.0412429822318814 0.10002008820308 9 14 11 12 12
BCAS2 -0.0201999229434977 0.0328461515714179 -0.0619835161089573 -0.108223341173871 -0.0939657503694475 11 13 14 13 12
BCAS3 0.105007669030485 -0.0162110331559171 0.412097399278842 0.611556945590221 0.654217594941841 3 3 3 2 4
BCAT1 -0.0692897127155347 0.01509717321425 -0.0962618530584036 0.19280996679804 -0.197110514712696 5 6 6 8 5
BCAT2 -0.115299644025547 -0.116630912036307 -0.0911243336611648 -0.0650207699484113 -0.10701824988212 20 23 21 24 20
BCCIP 0.0295880546105269 -0.000432743603971213 -0.0126401807787704 -0.000432743603971213 -0.160016607845904 9 18 9 10 17
BCHE 0.229703739733726 0.485599960963384 0.573166331720613 0.787243916596362 1.12393692915223 2 5 5 5 4
BCKDK 0.0179720425210255 0.197021012688684 0.0567162624159891 -0.000576962631520594 0.587619504790455 2 5 3 3 5
BCL11A -0.253747284505817 -0.0490730966543056 0.235738781782886 -0.0801118598615982 -0.16285452819051 4 1 4 3 2
BCL11B 0.086675885440518 0.0642837958717724 -0.0448836782397647 -0.0184917490398792 0.134223680883815 22 23 18 23 19
BCL2 0.0519075491350435 0.152403897737359 0.110542033207933 0.399216449258105 0.311201955460077 3 3 2 2 3
BCL2L13 0.0430363709112665 0.107958760739029 0.0864001468304919 0.225345753507507 0.34736207307304 10 12 10 11 13
BCLAF1 -0.050745463581399 -0.00129784159564685 -0.0177794125612347 -0.0460020465445205 -0.0746424379344928 22 22 22 20 24
BCOR 0.0353130424441569 -1.32262042236168 NA NA -2.10003572116184 3 3 0 0 1
BCR 0.0173732472128932 0.109934703957359 0.0358010114168288 0.21405613470325 0.173075317063651 5 5 4 4 5
BCS1L 0.0856804110438425 -0.00360223668019554 0.130744485667323 0.0737879894178316 0.0370882667704696 3 4 3 5 5
BDH2 -0.0209110655816899 -0.0482361856528477 0.169760904214264 0.265864862868843 0.295092632418754 6 7 6 6 10
BEND3 0.000346288366079612 0.739564785214163 -0.0401209172008775 -0.161952158926742 0.17436088779273 2 5 3 2 3
BICD2 -0.00719550140420373 0.0505771253185825 -0.155878732704143 -0.213876043382942 -0.151988666422506 10 11 9 13 13
BID 0.16470648488729 -0.00791308164326498 0.017519271934256 0.0291905104694166 0.0395179447600789 6 7 4 5 9
BIN3 -0.056860943046751 -0.0278617753545096 -0.204140716780225 -0.182565182221083 -0.41391897713882 3 6 2 5 6
BIRC5 -0.000721167243654123 0.157350964770635 0.385412642949012 0.146068207959151 0.872366720274126 2 3 3 5 3
BIRC6 0.0310171731433268 0.173953937700362 0.0817053681468373 0.107927665157756 0.0690432002780834 14 19 16 13 21
BLM -0.156008221107128 -0.121811151141987 -0.314058408858261 -0.513995979367012 -0.0953168415347697 1 4 3 3 5
BLMH 0.0962521293265969 0.102651134309758 0.101551702073621 0.185982867288298 0.158928595694067 15 18 13 14 20
BLOC1S1 -0.0536674490388253 8.65642994080582e-05 -0.017351841787775 -0.0120680233090903 0.0890217938805319 4 4 4 5 4
BLVRA 0.138235155620021 0.0485614057687481 0.250577290758519 0.379582500318611 0.472108933421623 7 8 9 10 10
BMP3 0.0293966307940089 -0.0760117385696413 -0.113567157047078 0.616790628168341 -0.243059706072528 4 2 3 5 3
BMS1 -0.104336659814736 -0.596553552742506 -0.907813625096747 -0.897937398420046 -1.12201002012581 13 15 11 11 12
BNIP1 -0.0139267060429218 -0.020484422065084 -0.0461417816447207 -0.105409894040082 -0.0396999177209515 8 6 7 6 5
BOD1L -0.0197730690400272 0.0431998819484232 7.21365554735011e-05 0.177261695498801 -0.0706641007787897 32 31 28 21 33
BOLA2;BOLA2B;LOC101060252 -0.0765590951316044 0.0498003664950201 0.135094792271747 0.189746114469857 0.107523483580164 5 9 11 8 7
BOLA3 0.157222254704562 0.220530142704831 0.140698299906909 0.116003897234775 0.0964372088702619 1 1 3 3 2
BOP1 -0.0394191831333972 -0.0517201164473277 -0.215989154146721 -0.37851162325373 -0.461633326550436 10 13 9 13 13
BPNT1 -0.0240359354555095 0.00527547050049309 0.0704665141408361 0.170393953539446 0.213437092295119 19 16 16 18 17
BPTF -0.0554733358984315 -0.455544224775742 -0.121280699792729 -0.101381142355025 -0.0629506088228078 7 4 4 5 5
BRAF -0.103799743157668 0.111180783337709 -0.0391383939069583 -0.141040345433593 0.24663507709975 3 3 1 2 3
BRCC3 -0.181802255158941 -0.103262626606085 0.0865533284408041 0.0519075491350435 0.219404330203509 3 5 4 5 6
BRD1 -0.0240359354555095 -0.0721744169243166 0.0745929673270391 -0.07340895518534 -0.174917695239588 2 4 3 3 1
BRD2 0.143229386379034 0.137362146563297 -0.0683268614345055 -0.198368423102519 -0.289008145530796 22 20 16 17 19
BRD3 0.0891599073600309 -0.00619028907206976 0.0647062188172854 0.0948339744153933 0.276799699489775 10 14 9 9 12
BRD4 0.0708301385636487 0.0234310652226311 0.0588185506435682 0.141095975384199 0.0606831390968382 28 30 24 28 30
BRD7 0.157318786177581 0.182736949618701 -0.00820001383213612 -0.00848688896549122 -0.0174943794592725 8 7 5 5 7
BRD8 -0.023894042655701 0.291221236799899 0.0331856526441237 -0.448055167717188 -0.0244615301409957 3 3 3 2 3
BRD9 0.195500315675006 0.166405515229897 -0.176960992089442 -0.270708333719215 -0.0457225357346006 2 4 4 2 5
BRE 0.0416992489726163 0.186261897918318 -0.00460925325258967 0.103038457869688 0.329540324834166 9 8 7 9 7
BRI3BP 0.0965760341112608 0.0229326034227593 -0.0137838154330997 -0.0434844976035795 0.0944026386036029 4 5 5 4 6
BRIX1 -0.0794293150029151 -0.106482330469981 -0.29325275642788 -0.261109528909302 -0.401193551063264 7 13 9 7 13
BRP44 0.0834316374685724 -0.0427843980892396 0.110464156194268 0.245334796864826 0.212634405864423 9 9 8 9 8
BSG 0.137997009844852 0.0863388787401157 0.0150388595334632 -0.0272956240509075 0.0855426302496037 8 13 11 16 13
BTAF1 0.023856359953367 -0.0738202332916713 0.0416695492229264 -0.0503275535584249 0.00818885030110122 12 17 16 15 19
BTF3 0.147297970501699 0.0830189781889578 -0.123268887494347 -0.215740713464018 -0.433066269617616 13 18 15 9 17
BTF3L4 0.0768584276956278 0.0435120908528068 0.175875750709763 0.249839449027849 -0.057554246458089 10 10 4 4 7
BUB1 -0.00877370706601606 -0.0280032784727525 -0.00791308164326498 0.132657004640238 0.302688770889454 4 4 6 6 7
BUB1B 0.0311940697531376 0.355423796561325 0.333025316373802 0.458009461839072 0.494901754289036 3 6 3 8 12
BUB3 -0.00949050294745241 -0.0367494764278683 0.0130284795768909 -0.0519984677970024 0.0677724897613614 37 34 28 33 33
BUD13 0.0185710864643149 -0.00360223668019554 -0.103396924492231 0.0131449468799717 -0.0539454249627852 3 6 4 4 4
BUD31 0.180037585764175 0.12131388937391 -0.00934717225925265 -0.00158609235402637 0.0687708109307942 6 4 6 6 5
BYSL 0.0363483244845675 -0.100035721161844 -0.0901759497902069 -0.344260394985419 -0.531269159882994 19 22 21 22 22
BZW1 -0.0264459803038008 -0.00676478187842236 0.00917580469352051 -0.0699770704115563 -0.136716384488312 25 27 22 30 24
BZW2 -0.0263043243519084 -0.0687395906723051 0.00672417779789482 -0.0546401305383454 -0.11809388938682 12 11 14 13 13
C10orf119 0.0634694721694616 0.0866452452145237 0.135411690503879 0.01759228983786 -0.0747794264966133 18 15 16 19 17
C10orf32 -0.117296085657242 0.0667748589360299 -0.00776959414591767 0.392875673416276 -0.00489684321484749 5 4 2 3 5
C10orf76 0.0690432002780834 0.0983201998941369 0.246138779253375 0.351755464991475 0.00800024469716469 6 5 6 6 6
C11orf2 0.0235923691553672 0.292616570101988 0.0149513934314891 -0.0773797407970136 -0.0818849667292274 9 8 6 10 10
C11orf30 0.0390138946969932 -0.0247451901971378 -0.00302648288989857 -0.0582472168546628 0.029278844145438 10 11 9 7 13
C11orf31 -0.0270124650625816 -0.00848688896549122 -0.042224073762985 -0.0224743465748992 0.0340864556529967 3 5 5 5 5
C11orf54 0.136283519734308 -0.034779158048019 -0.0227583975781575 0.155550067948625 0.374991417451572 5 5 5 9 4
C11orf59 0.0820107521369895 0.0914176345211861 0.00268591144876999 0.107632290558502 -0.0443241688122014 13 14 12 13 14
C11orf61 0.129733929604017 0.0332594677981657 0.273116480772101 0.0504874779538057 0.0430215071904205 2 3 2 4 4
C11orf67 5.77089558225409e-05 0.0171396383970258 0.00994551703333372 0.295977971278901 0.393614627965698 3 4 3 6 4
C11orf68 -0.293488202375508 -0.126708602196968 -0.126576457013373 0.208410944311918 0.250337021786211 2 6 5 3 4
C11orf73 0.211782040587804 0.335316925639251 0.157334875384392 0.141446020503478 0.215864590021082 3 1 5 4 2
C12orf10 -0.0701145026613282 -0.0272956240509075 -0.0203421795171858 0.0837832551639584 0.108907498072302 13 21 11 20 18
C12orf11 -0.0122110839508744 0.0792493788719485 0.0858947628815282 -0.072860401931245 -0.174789893047815 12 13 12 12 13
C12orf23 0.129418275945414 0.13517401030418 0.14496710279792 0.252655570310826 0.241389808411062 2 2 2 3 3
C12orf35 -0.0353423807921971 -1.83033646333932 NA -3.31317327978921 -0.976143640046633 3 3 0 2 2
C12orf5 0.310038917332141 0.494596824275102 0.287184145562628 0.626201472266399 0.587792957756206 7 6 6 5 7
C12orf57 -0.0391383939069583 -0.0596321598820996 -0.151209392884894 -0.0829750272577682 0.0436607855100221 9 13 10 8 10
C14orf102 -0.200504353446521 -0.115432826120347 -0.0607391578576786 -0.0615688492680028 -0.0468402542029723 4 6 4 3 3
C14orf156 -0.0294175468350917 -0.460899797187532 -0.32780231537653 -0.210139457401669 -0.279174108489047 7 9 5 2 6
C14orf159 -0.219462838957155 -0.26435627052581 0.0352539059036957 0.149248574181077 0.422153077591632 2 4 1 3 3
C14orf166 -0.0309716424120756 -0.0630887120192842 -0.0806576633452252 -0.0199153677076859 -0.0794293150029151 36 34 35 34 32
C14orf169 -0.110630508096434 -0.00417776078910992 -0.0583857710003527 -0.211635253327149 -0.129744605507819 12 12 6 9 12
C14orf21 0.0325509981746115 -0.0370307309449671 -0.0684644509669058 0.0450890345250565 0.340002395596701 10 13 13 15 12
C15orf24 0.0886995805046791 0.522778605022444 0.731302124541615 0.855092187415784 0.305752726540932 3 3 4 3 5
C15orf44 0.0945874810178069 0.0730138118511256 0.0830495414955125 0.00843552560828981 0.12631277232814 10 11 11 13 11
C16orf80 -0.0216218578515189 -0.149909667534924 -0.0692897127155347 -0.161436265825987 -0.181929437690067 3 3 3 2 3
C17orf49;BAP18;RNASEK-C17orf49 0.00882739074727882 0.156997039715897 0.0938636501262465 0.221320416401879 0.204914670546553 3 2 2 3 3
C17orf59 0.614292875342066 0.0872121947612681 0.0381100107542746 -0.205142240625298 0.255012283236175 4 5 1 1 5
C17orf61 0.0399480090206738 -0.028569152196771 0.0559811846779027 -0.0378741656611202 -0.0156402903768823 5 6 5 4 6
C17orf75 0.105690542833539 0.0877333719335505 0.188150876728696 0.183080867614014 0.253154115441064 4 4 5 5 2
C17orf85 0.0733477198512227 0.178942920640966 -0.0304067104260457 0.00252692802903899 -0.172871500352277 5 7 6 6 5
C19orf10 0.0147764771343243 0.0149076623689703 -0.057692867168346 -0.147436958817481 -0.0018742855313508 5 5 6 8 5
C19orf2 0.0937866682076823 0.151858831153956 0.182884333006378 0.161863066602761 0.0771932268121139 4 4 4 4 3
C19orf29 -0.0192037339730927 0.0248540946999296 -0.132116159533725 -0.113033665299892 -0.0736831536164399 9 8 7 7 9
C19orf52 -0.15678490755436 0.0313709880558545 -0.00891709473605306 -0.151339301042281 -0.0429244451738409 2 7 3 2 7
C19orf61 0.023313764598263 0.0944642501103124 -0.00633393372205048 -0.0370307309449671 -0.0387171075728537 9 12 9 9 15
C19orf70 -0.203890227146661 -0.147046143417315 -0.0460020465445205 -0.140778655782796 -0.173639163570579 12 8 8 8 11
C1orf107 -0.0986890440913284 -0.13224779829844 -0.173767067736706 -0.325040955495201 -0.17976580835815 6 4 3 5 4
C1orf123 0.0210283066297882 -0.0636409926426958 0.0289402610879371 0.0560861728554325 0.135078949187229 7 7 5 6 6
C1orf128 0.0549467098384687 0.0042188320161447 0.0147327513734777 0.00235351155007458 0.0681051867324328 4 3 3 3 4
C1orf163 -0.128689328846787 0.390169407042454 0.0152867089567379 0.267774223124654 0.138076387402128 4 4 3 3 2
