gene_ENSG_id	gene_symbol	gene_description
ACLY	ENSG00000131473	ATP citrate lyase
ACN9	ENSG00000196636	NA
ACO1	ENSG00000122729	aconitase 1
ACO1;IRP1	NA	NA
ACO2	ENSG00000100412	aconitase 2
ACOT13	ENSG00000112304	acyl-CoA thioesterase 13
ACOT2	ENSG00000119673	acyl-CoA thioesterase 2
ACOT7	ENSG00000097021	acyl-CoA thioesterase 7
ACOT8	ENSG00000101473	acyl-CoA thioesterase 8
ACOX1	ENSG00000161533	acyl-CoA oxidase 1, palmitoyl
ACOX3	ENSG00000087008	acyl-CoA oxidase 3, pristanoyl
ACP1	ENSG00000143727	acid phosphatase 1, soluble
ACP2	ENSG00000134575	acid phosphatase 2, lysosomal
ACP6	ENSG00000162836	acid phosphatase 6, lysophosphatidic
ACPL2	ENSG00000155893	NA
ACRBP	ENSG00000111644	acrosin binding protein
ACRC	ENSG00000147174	acidic repeat containing
ACRV1	ENSG00000134940	acrosomal vesicle protein 1
ACSBG1	ENSG00000103740	acyl-CoA synthetase bubblegum family member 1
ACSF2	ENSG00000167107	acyl-CoA synthetase family member 2
ACSF3	ENSG00000176715	acyl-CoA synthetase family member 3
ACSL1	ENSG00000151726	acyl-CoA synthetase long-chain family member 1
ACSL3	ENSG00000123983	acyl-CoA synthetase long-chain family member 3
ACSL4	ENSG00000068366	acyl-CoA synthetase long-chain family member 4
ACSS1	ENSG00000154930	acyl-CoA synthetase short-chain family member 1
ACTA1;ACTC1;ACTG2;ACTA2	NA	NA
ACTB	ENSG00000075624	actin, beta
ACTBL2	ENSG00000169067	actin, beta-like 2
ACTG1	ENSG00000184009	actin gamma 1
ACTL6A	ENSG00000136518	actin like 6A
ACTN1	ENSG00000072110	actinin, alpha 1
ACTN4	ENSG00000130402	actinin, alpha 4
ACTR10	ENSG00000131966	actin-related protein 10 homolog (S. cerevisiae)
ACTR1A	ENSG00000138107	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)
ACTR1B	ENSG00000115073	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)
ACTR2	ENSG00000138071	ARP2 actin-related protein 2 homolog (yeast)
ACTR3	ENSG00000115091	ARP3 actin-related protein 3 homolog (yeast)
ACTR3B	ENSG00000133627	ARP3 actin-related protein 3 homolog B (yeast)
ACTR3C	ENSG00000106526	ARP3 actin-related protein 3 homolog C (yeast)
ACTR5	ENSG00000101442	ARP5 actin-related protein 5 homolog (yeast)
ACTR6	ENSG00000075089	ARP6 actin-related protein 6 homolog (yeast)
ACTR8	ENSG00000113812	ARP8 actin-related protein 8 homolog (yeast)
ACVR1	ENSG00000115170	activin A receptor type I
ACVR1B	ENSG00000135503	activin A receptor type IB
ACVR2B	ENSG00000114739	activin A receptor type IIB
ACY1	ENSG00000243989	aminoacylase 1
ACYP1	ENSG00000119640	acylphosphatase 1, erythrocyte (common) type
ACYP2	ENSG00000170634	acylphosphatase 2, muscle type
AD000090.2	ENSG00000236144	NA
AD000092.3	ENSG00000240616	NA
AD000671.1	ENSG00000239352	NA
AD000671.3	ENSG00000105663	NA
ADA	ENSG00000196839	adenosine deaminase
ADAL	ENSG00000168803	adenosine deaminase-like
ADAM1	ENSG00000229186	NA
ADAM10	ENSG00000137845	ADAM metallopeptidase domain 10
ADAM15	ENSG00000143537	ADAM metallopeptidase domain 15
ADAM17	ENSG00000151694	ADAM metallopeptidase domain 17
ADAM22	ENSG00000008277	ADAM metallopeptidase domain 22
ADAM23	ENSG00000114948	ADAM metallopeptidase domain 23
ADAM8	ENSG00000151651	ADAM metallopeptidase domain 8
ADAM9	ENSG00000168615	ADAM metallopeptidase domain 9
ADAMTS13	ENSG00000160323	ADAM metallopeptidase with thrombospondin type 1 motif 13
ADAMTS17	ENSG00000140470	ADAM metallopeptidase with thrombospondin type 1 motif 17
ADAMTS3	ENSG00000156140	ADAM metallopeptidase with thrombospondin type 1 motif 3
ADAMTS6	ENSG00000049192	ADAM metallopeptidase with thrombospondin type 1 motif 6
ADAMTSL5	ENSG00000185761	ADAMTS like 5
ADAR	ENSG00000160710	adenosine deaminase, RNA-specific
ADARB1	ENSG00000197381	adenosine deaminase, RNA-specific, B1
ADAT1	ENSG00000065457	adenosine deaminase, tRNA-specific 1
ADAT2	ENSG00000189007	adenosine deaminase, tRNA-specific 2
ADAT3	ENSG00000213638	adenosine deaminase, tRNA-specific 3
ADC	ENSG00000142920	NA
ADCK1	ENSG00000063761	aarF domain containing kinase 1
ADCK2	ENSG00000133597	aarF domain containing kinase 2
ADCK4	ENSG00000123815	aarF domain containing kinase 4
ADCK5	ENSG00000173137	aarF domain containing kinase 5
ADCY3	ENSG00000138031	adenylate cyclase 3
ADCY7	ENSG00000121281	adenylate cyclase 7
ADCY9	ENSG00000162104	adenylate cyclase 9
ADD1	ENSG00000087274	adducin 1
ADD3	ENSG00000148700	adducin 3
ADH5	ENSG00000197894	alcohol dehydrogenase 5 (class III), chi polypeptide
ADH5P4	ENSG00000233859	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4
ADI1	ENSG00000182551	acireductone dioxygenase 1
ADIPOR1	ENSG00000159346	adiponectin receptor 1
ADIPOR2	ENSG00000006831	adiponectin receptor 2
ADK	ENSG00000156110	adenosine kinase
ADM	ENSG00000148926	adrenomedullin
ADM2	ENSG00000128165	adrenomedullin 2
ADNP	ENSG00000101126	activity-dependent neuroprotector homeobox
ADNP2	ENSG00000101544	ADNP homeobox 2
ADO	ENSG00000181915	2-aminoethanethiol (cysteamine) dioxygenase
ADORA2A	ENSG00000128271	adenosine A2a receptor
ADORA2B	ENSG00000170425	adenosine A2b receptor
ADPGK	ENSG00000159322	ADP-dependent glucokinase
ADPRHL2	ENSG00000116863	ADP-ribosylhydrolase like 2
ADRBK1	ENSG00000173020	adrenergic, beta, receptor kinase 1
ADRBK2	ENSG00000100077	adrenergic, beta, receptor kinase 2
ADRM1	ENSG00000130706	adhesion regulating molecule 1
ADSL	ENSG00000239900	adenylosuccinate lyase
ADSS	ENSG00000035687	adenylosuccinate synthase
ADSSL1	ENSG00000185100	adenylosuccinate synthase like 1
AE000658.5	ENSG00000211774	NA
AEBP1	ENSG00000106624	AE binding protein 1
AEBP2	ENSG00000139154	AE binding protein 2
AEN	ENSG00000181026	apoptosis enhancing nuclease
AES	ENSG00000104964	amino-terminal enhancer of split
AF003626.2	ENSG00000230508	NA
AF111169.2	ENSG00000249832	NA
AF127936.7	ENSG00000235609	NA
AF196972.4	ENSG00000226971	NA
AF205589.2	ENSG00000147804	NA
AF235103.2	ENSG00000204752	NA
AF238380.5	ENSG00000234390	NA
AFAP1L2	ENSG00000169129	actin filament associated protein 1 like 2
AFF1	ENSG00000172493	AF4/FMR2 family member 1
AFF2	ENSG00000155966	AF4/FMR2 family member 2
AFF3	ENSG00000144218	AF4/FMR2 family member 3
AFF4	ENSG00000072364	AF4/FMR2 family member 4
AFG3L1	ENSG00000223959	AFG3-like AAA ATPase 1, pseudogene
AFG3L2	ENSG00000141385	AFG3-like AAA ATPase 2
AFMID	ENSG00000183077	arylformamidase
AFTPH	ENSG00000119844	aftiphilin
AGA	ENSG00000038002	aspartylglucosaminidase
AGAP2	ENSG00000135439	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AGAP3	ENSG00000133612	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
AGAP6	ENSG00000204149	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
AGBL2	ENSG00000165923	ATP/GTP binding protein-like 2
AGBL3	ENSG00000146856	ATP/GTP binding protein-like 3
AGBL5	ENSG00000084693	ATP/GTP binding protein-like 5
AGER	ENSG00000204305	advanced glycosylation end product-specific receptor
AGFG1	ENSG00000173744	ArfGAP with FG repeats 1
AGFG2	ENSG00000106351	ArfGAP with FG repeats 2
AGGF1	ENSG00000164252	angiogenic factor with G-patch and FHA domains 1
AGK	ENSG00000006530	acylglycerol kinase
AGL	ENSG00000162688	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
AGMAT	ENSG00000116771	agmatinase
AGPAT1	ENSG00000204310	1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2	ENSG00000169692	1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT3	ENSG00000160216	1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4	ENSG00000026652	1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT5	ENSG00000155189	1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT6	ENSG00000158669	NA
AGPHD1	ENSG00000188266	NA
AGPS	ENSG00000018510	alkylglycerone phosphate synthase
AGRN	ENSG00000188157	agrin
AGTPBP1	ENSG00000135049	ATP/GTP binding protein 1
AGTRAP	ENSG00000177674	angiotensin II receptor-associated protein
AGXT2L2	ENSG00000175309	NA
AHCTF1	ENSG00000153207	AT-hook containing transcription factor 1
AHCY	ENSG00000101444	adenosylhomocysteinase
AHCYL1	ENSG00000168710	adenosylhomocysteinase like 1
AHCYL2	ENSG00000158467	adenosylhomocysteinase-like 2
AHDC1	ENSG00000126705	AT-hook DNA binding motif containing 1
AHI1	ENSG00000135541	Abelson helper integration site 1
AHNAK	ENSG00000124942	AHNAK nucleoprotein
AHRR	ENSG00000063438	aryl-hydrocarbon receptor repressor
AHSA1	ENSG00000100591	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)
AHSA2	ENSG00000173209	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)
AIDA	ENSG00000186063	axin interactor, dorsalization associated
AIF1	ENSG00000204472	allograft inflammatory factor 1
AIFM1	ENSG00000156709	apoptosis inducing factor, mitochondria associated 1
AIFM2	ENSG00000042286	apoptosis inducing factor, mitochondria associated 2
AIG1	ENSG00000146416	androgen-induced 1
AIM1	ENSG00000112297	absent in melanoma 1
AIMP1	ENSG00000164022	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
AIMP2	ENSG00000106305	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
AIP	ENSG00000110711	aryl hydrocarbon receptor interacting protein
AJ003147.3	ENSG00000225821	NA
AK2	ENSG00000004455	adenylate kinase 2
AK3	ENSG00000162433	adenylate kinase 3
AK4	NA	adenylate kinase 4
AKAP1	ENSG00000121057	A-kinase anchoring protein 1
AKAP10	ENSG00000108599	A-kinase anchoring protein 10
AKAP11	ENSG00000023516	A-kinase anchoring protein 11
AKAP12	ENSG00000131016	A-kinase anchoring protein 12
AKAP13	ENSG00000170776	A-kinase anchoring protein 13
AKAP2	ENSG00000241978	A-kinase anchoring protein 2
AKAP5	ENSG00000179841	A-kinase anchoring protein 5
AKAP6	ENSG00000151320	A-kinase anchoring protein 6
AKAP8	ENSG00000105127	A-kinase anchoring protein 8
AKAP8L	ENSG00000011243	A-kinase anchoring protein 8 like
AKAP9	ENSG00000127914	A-kinase anchoring protein 9
AKD1	ENSG00000155085	NA
AKIRIN1	ENSG00000174574	akirin 1
AKIRIN2	ENSG00000135334	akirin 2
AKNA	ENSG00000106948	AT-hook transcription factor
AKR1A1	ENSG00000117448	aldo-keto reductase family 1, member A1 (aldehyde reductase)
AKR1B1	ENSG00000085662	aldo-keto reductase family 1, member B1 (aldose reductase)
AKR1C3	ENSG00000196139	aldo-keto reductase family 1, member C3
AKR7A2	ENSG00000053371	aldo-keto reductase family 7, member A2
AKT1	ENSG00000142208	v-akt murine thymoma viral oncogene homolog 1
AKT1S1	ENSG00000204673	AKT1 substrate 1 (proline rich)
AKT2	ENSG00000105221	v-akt murine thymoma viral oncogene homolog 2
AKT3	ENSG00000117020	v-akt murine thymoma viral oncogene homolog 3
AKTIP	ENSG00000166971	AKT interacting protein
AL008732.2	ENSG00000250785	NA
AL009179.1	ENSG00000248841	NA
AL021807.1	ENSG00000248252	NA
AL022069.1	ENSG00000232468	NA
AL031123.2	ENSG00000248940	NA
AL031670.1	ENSG00000247957	NA
AL031714.1	ENSG00000251181	NA
AL031985.1	ENSG00000250648	NA
AL033532.1	ENSG00000235471	NA
AL035461.1	ENSG00000247862	NA
AL035661.3	ENSG00000249718	NA
AL049757.3	ENSG00000234009	NA
AL049829.2	ENSG00000235194	NA
AL049840.1	ENSG00000224997	NA
AL049869.1	ENSG00000249603	NA
AL078611.2	ENSG00000247670	NA
AL096700.1	ENSG00000250774	NA
AL109936.1	ENSG00000187251	NA
AL110118.1	ENSG00000165943	NA
AL110502.1	ENSG00000247823	NA
AL117209.2	ENSG00000198752	NA
AL117352.3	ENSG00000249800	NA
AL121673.2	ENSG00000203905	NA
AL122007.1	ENSG00000246170	NA
AL132777.2	ENSG00000184902	NA
AL132780.10	ENSG00000237054	NA
AL132800.1	ENSG00000251021	NA
AL133216.2	ENSG00000215153	NA
AL133368.1	ENSG00000213220	NA
AL133493.2	ENSG00000233922	NA
AL135752.1	ENSG00000223451	NA
AL135999.1	ENSG00000246609	NA
AL136040.1	ENSG00000247694	NA
AL136115.1	ENSG00000212673	NA
AL136219.2	ENSG00000215570	NA
AL136304.2	ENSG00000249374	NA
AL136419.1	ENSG00000215256	NA
AL136981.3	ENSG00000248982	NA
AL137247.2	ENSG00000245212	NA
AL137798.1	ENSG00000245549	NA
AL138756.2	ENSG00000249455	NA
AL138955.2	ENSG00000247400	NA
AL139044.2	ENSG00000248398	NA
AL139089.1	ENSG00000248190	NA
AL139092.1	ENSG00000248974	NA
AL139300.2	ENSG00000246451	NA
AL157687.1	ENSG00000247386	NA
AL157687.2	ENSG00000251466	NA
AL159974.2	ENSG00000250925	NA
AL160400.1	ENSG00000251355	NA
AL161662.1	ENSG00000205533	NA
AL161915.1	ENSG00000212670	NA
AL162151.1	ENSG00000232573	NA
AL162151.3	ENSG00000234648	NA
AL163953.3	ENSG00000237356	NA
AL353805.1	ENSG00000235953	NA
AL354696.2	ENSG00000244848	NA
AL355488.1	ENSG00000248310	NA
AL355922.2	ENSG00000246096	NA
AL355999.1	ENSG00000247330	NA
AL356017.3	ENSG00000235706	NA
AL356356.4	ENSG00000246674	NA
AL356585.2	ENSG00000215608	NA
AL356915.2	ENSG00000245799	NA
AL358073.1	ENSG00000245214	NA
AL358933.2	ENSG00000224024	NA
AL359643.2	ENSG00000250255	NA
AL359758.1	ENSG00000177144	NA
AL365277.2	ENSG00000246649	NA
AL365502.1	ENSG00000244951	NA
AL390877.2	ENSG00000251057	NA
AL391261.2	ENSG00000224861	NA
AL445885.1	ENSG00000246084	NA
AL445928.1	ENSG00000246838	NA
AL449305.2	ENSG00000248151	NA
AL450226.1	ENSG00000248963	NA
AL450992.2	ENSG00000234614	NA
AL512310.5	ENSG00000235287	NA
AL513534.3	ENSG00000247499	NA
AL590431.4	ENSG00000246604	NA
AL590710.1	ENSG00000232330	NA
AL590762.11	ENSG00000213018	NA
AL590822.1	ENSG00000215059	NA
AL591845.1	ENSG00000116883	NA
AL592183.4	ENSG00000220023	NA
AL592188.17	ENSG00000241176	NA
AL592307.2	ENSG00000163386	NA
AL604028.1	ENSG00000251202	NA
AL663074.1	ENSG00000247471	NA
AL669918.1	ENSG00000247909	NA
AL671710.1	ENSG00000248043	NA
AL731563.2	ENSG00000247170	NA
AL773603.1	ENSG00000250713	NA
AL844908.5	ENSG00000227039	NA
AL928654.1	ENSG00000251602	NA
ALAD	ENSG00000148218	aminolevulinate dehydratase
ALAS1	ENSG00000023330	5'-aminolevulinate synthase 1
ALCAM	ENSG00000170017	activated leukocyte cell adhesion molecule
ALDH16A1	ENSG00000161618	aldehyde dehydrogenase 16 family member A1
ALDH18A1	ENSG00000059573	aldehyde dehydrogenase 18 family member A1
ALDH1B1	ENSG00000137124	aldehyde dehydrogenase 1 family member B1
ALDH1L1	ENSG00000144908	aldehyde dehydrogenase 1 family member L1
ALDH2	ENSG00000111275	aldehyde dehydrogenase 2 family (mitochondrial)
ALDH3A2	ENSG00000072210	aldehyde dehydrogenase 3 family member A2
ALDH3B2	ENSG00000132746	aldehyde dehydrogenase 3 family member B2
ALDH4A1	ENSG00000159423	aldehyde dehydrogenase 4 family member A1
ALDH5A1	ENSG00000112294	aldehyde dehydrogenase 5 family member A1
ALDH6A1	ENSG00000119711	aldehyde dehydrogenase 6 family member A1
ALDH9A1	ENSG00000143149	aldehyde dehydrogenase 9 family member A1
ALDOA	ENSG00000149925	aldolase, fructose-bisphosphate A
ALDOAP2	ENSG00000214297	aldolase, fructose-bisphosphate A pseudogene 2
ALDOC	ENSG00000109107	aldolase, fructose-bisphosphate C
ALG1	ENSG00000033011	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase
ALG10	ENSG00000139133	ALG10, alpha-1,2-glucosyltransferase
ALG10B	ENSG00000175548	ALG10B, alpha-1,2-glucosyltransferase
ALG11	ENSG00000253710	ALG11, alpha-1,2-mannosyltransferase
ALG12	ENSG00000182858	ALG12, alpha-1,6-mannosyltransferase
ALG13	ENSG00000101901	ALG13, UDP-N-acetylglucosaminyltransferase subunit
ALG14	ENSG00000172339	ALG14, UDP-N-acetylglucosaminyltransferase subunit
ALG1L	ENSG00000189366	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like
ALG2	ENSG00000119523	ALG2, alpha-1,3/1,6-mannosyltransferase
ALG3	ENSG00000214160	ALG3, alpha-1,3- mannosyltransferase
ALG5	ENSG00000120697	ALG5, dolichyl-phosphate beta-glucosyltransferase
ALG6	ENSG00000088035	ALG6, alpha-1,3-glucosyltransferase
ALG8	ENSG00000159063	ALG8, alpha-1,3-glucosyltransferase
ALKBH1	ENSG00000100601	alkB homolog 1, histone H2A dioxygenase
ALKBH2	ENSG00000189046	alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase
ALKBH4	ENSG00000160993	alkB homolog 4, lysine demethylase
ALKBH5	ENSG00000091542	alkB homolog 5, RNA demethylase
ALKBH6	ENSG00000239382	alkB homolog 6
ALKBH7	ENSG00000125652	alkB homolog 7
ALKBH8	ENSG00000137760	alkB homolog 8, tRNA methyltransferase
ALMS1	ENSG00000116127	ALMS1, centrosome and basal body associated protein
ALOX12	ENSG00000108839	arachidonate 12-lipoxygenase
ALOX5AP	ENSG00000132965	arachidonate 5-lipoxygenase-activating protein
ALPK1	ENSG00000073331	alpha kinase 1
ALS2	ENSG00000003393	ALS2, alsin Rho guanine nucleotide exchange factor
ALS2CR4	ENSG00000155755	NA
ALS2CR8	ENSG00000138380	NA
ALX3	ENSG00000156150	ALX homeobox 3
ALYREF	NA	Aly/REF export factor
AMACR	ENSG00000242110	alpha-methylacyl-CoA racemase
AMBRA1	ENSG00000110497	autophagy/beclin-1 regulator 1
AMD1	ENSG00000123505	adenosylmethionine decarboxylase 1
AMDHD1	ENSG00000139344	amidohydrolase domain containing 1
AMDHD2	ENSG00000162066	amidohydrolase domain containing 2
AMFR	ENSG00000159461	autocrine motility factor receptor, E3 ubiquitin protein ligase
AMH	ENSG00000104899	anti-Mullerian hormone
AMICA1	ENSG00000160593	NA
AMIGO1	ENSG00000181754	adhesion molecule with Ig-like domain 1
AMMECR1	ENSG00000101935	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
AMMECR1L	ENSG00000144233	AMMECR1 like
AMN	ENSG00000166126	amnion associated transmembrane protein
AMN1	ENSG00000151743	antagonist of mitotic exit network 1 homolog
AMOT	ENSG00000126016	angiomotin
AMOTL1	ENSG00000166025	angiomotin like 1
AMPD2	ENSG00000116337	adenosine monophosphate deaminase 2
AMPD3	ENSG00000133805	adenosine monophosphate deaminase 3
AMT	ENSG00000145020	aminomethyltransferase
AMY2B	ENSG00000240038	amylase, alpha 2B (pancreatic)
AMZ1	ENSG00000174945	archaelysin family metallopeptidase 1
AMZ2	ENSG00000196704	archaelysin family metallopeptidase 2
AMZ2P1	ENSG00000214174	archaelysin family metallopeptidase 2 pseudogene 1
ANAPC1	ENSG00000153107	anaphase promoting complex subunit 1
ANAPC10	ENSG00000164162	anaphase promoting complex subunit 10
ANAPC11	ENSG00000141552	anaphase promoting complex subunit 11
ANAPC13	ENSG00000129055	anaphase promoting complex subunit 13
ANAPC16	ENSG00000166295	anaphase promoting complex subunit 16
ANAPC2	ENSG00000176248	anaphase promoting complex subunit 2
ANAPC4	ENSG00000053900	anaphase promoting complex subunit 4
ANAPC5	ENSG00000089053	anaphase promoting complex subunit 5
ANAPC7	ENSG00000196510	anaphase promoting complex subunit 7
ANGEL1	ENSG00000013523	angel homolog 1 (Drosophila)
ANGEL2	ENSG00000174606	angel homolog 2 (Drosophila)
ANGPTL6	ENSG00000130812	angiopoietin like 6
ANK2	ENSG00000145362	ankyrin 2, neuronal
ANKAR	ENSG00000151687	ankyrin and armadillo repeat containing
ANKDD1A	ENSG00000166839	ankyrin repeat and death domain containing 1A
ANKFY1	ENSG00000185722	ankyrin repeat and FYVE domain containing 1
ANKH	ENSG00000154122	ANKH inorganic pyrophosphate transport regulator
ANKHD1	ENSG00000131503	ankyrin repeat and KH domain containing 1
ANKIB1	ENSG00000001629	ankyrin repeat and IBR domain containing 1
ANKLE1	ENSG00000160117	ankyrin repeat and LEM domain containing 1
ANKLE2	ENSG00000176915	ankyrin repeat and LEM domain containing 2
ANKMY1	ENSG00000144504	ankyrin repeat and MYND domain containing 1
ANKMY2	ENSG00000106524	ankyrin repeat and MYND domain containing 2
ANKRA2	ENSG00000164331	ankyrin repeat, family A (RFXANK-like), 2
ANKRD10	ENSG00000088448	ankyrin repeat domain 10
ANKRD11	ENSG00000167522	ankyrin repeat domain 11
ANKRD12	ENSG00000101745	ankyrin repeat domain 12
ANKRD13A	ENSG00000076513	ankyrin repeat domain 13A
ANKRD13B	ENSG00000198720	ankyrin repeat domain 13B
ANKRD13C	ENSG00000118454	ankyrin repeat domain 13C
ANKRD13D	ENSG00000172932	ankyrin repeat domain 13 family member D
ANKRD16	ENSG00000134461	ankyrin repeat domain 16
ANKRD17	ENSG00000132466	ankyrin repeat domain 17
ANKRD18A	ENSG00000180071	ankyrin repeat domain 18A
ANKRD18B	ENSG00000230453	ankyrin repeat domain 18B
ANKRD20A5	ENSG00000186481	ankyrin repeat domain 20 family member A5, pseudogene
ANKRD24	ENSG00000089847	ankyrin repeat domain 24
ANKRD26	ENSG00000107890	ankyrin repeat domain 26
ANKRD27	ENSG00000105186	ankyrin repeat domain 27
ANKRD28	ENSG00000206560	ankyrin repeat domain 28
ANKRD32	ENSG00000133302	NA
ANKRD34A	ENSG00000181039	ankyrin repeat domain 34A
ANKRD36B	ENSG00000196912	ankyrin repeat domain 36B
ANKRD36BL1	ENSG00000214262	NA
ANKRD37	ENSG00000186352	ankyrin repeat domain 37
ANKRD39	ENSG00000213337	ankyrin repeat domain 39
ANKRD40	ENSG00000154945	ankyrin repeat domain 40
ANKRD42	ENSG00000137494	ankyrin repeat domain 42
ANKRD43	ENSG00000198944	NA
ANKRD44	ENSG00000065413	ankyrin repeat domain 44
ANKRD46	ENSG00000186106	ankyrin repeat domain 46
ANKRD49	ENSG00000168876	ankyrin repeat domain 49
ANKRD5	ENSG00000132623	NA
ANKRD50	ENSG00000151458	ankyrin repeat domain 50
ANKRD52	ENSG00000139645	ankyrin repeat domain 52
ANKRD54	ENSG00000100124	ankyrin repeat domain 54
ANKRD9	ENSG00000156381	ankyrin repeat domain 9
ANKS1A	ENSG00000064999	ankyrin repeat and sterile alpha motif domain containing 1A
ANKS3	ENSG00000168096	ankyrin repeat and sterile alpha motif domain containing 3
ANKS6	ENSG00000165138	ankyrin repeat and sterile alpha motif domain containing 6
ANKZF1	ENSG00000163516	ankyrin repeat and zinc finger domain containing 1
ANLN	ENSG00000011426	anillin actin binding protein
ANO10	ENSG00000160746	anoctamin 10
ANO6	ENSG00000177119	anoctamin 6
ANO8	ENSG00000074855	anoctamin 8
ANO9	ENSG00000185101	anoctamin 9
ANP32A	ENSG00000140350	acidic nuclear phosphoprotein 32 family member A
ANP32B	ENSG00000136938	acidic nuclear phosphoprotein 32 family member B
ANP32E	ENSG00000143401	acidic nuclear phosphoprotein 32 family member E
ANTXR1	ENSG00000169604	anthrax toxin receptor 1
ANXA1	ENSG00000135046	annexin A1
ANXA11	ENSG00000122359	annexin A11
ANXA2	ENSG00000182718	annexin A2
ANXA2P2	ENSG00000231991	annexin A2 pseudogene 2
ANXA4	ENSG00000196975	annexin A4
ANXA5	ENSG00000164111	annexin A5
ANXA6	ENSG00000197043	annexin A6
ANXA7	ENSG00000138279	annexin A7
AOC2	ENSG00000131480	amine oxidase, copper containing 2
AOC3	ENSG00000131471	amine oxidase, copper containing 3
AP000251.2	ENSG00000237594	NA
AP000271.1	ENSG00000229007	NA
AP000279.69	ENSG00000238197	NA
AP000295.7	ENSG00000223799	NA
AP000344.3	ENSG00000234928	NA
AP000344.4	ENSG00000227755	NA
AP000345.1	ENSG00000178248	NA
AP000347.2	ENSG00000228315	NA
AP000350.4	ENSG00000244425	NA
AP000487.1	ENSG00000246889	NA
AP000569.2	ENSG00000205673	NA
AP000569.8	ENSG00000237945	NA
AP000640.1	ENSG00000234964	NA
AP000757.1	ENSG00000251594	NA
AP000944.1	ENSG00000245532	NA
AP000963.3	ENSG00000232260	NA
AP001011.3	ENSG00000101596	NA
AP001046.5	ENSG00000237989	NA
AP001062.7	ENSG00000184441	NA
AP001107.1	ENSG00000245156	NA
AP001107.3	ENSG00000174684	NA
AP001258.1	ENSG00000245571	NA
AP001266.1	ENSG00000175827	NA
AP001282.1	ENSG00000213252	NA
AP001318.4	ENSG00000247445	NA
AP001347.6	ENSG00000224905	NA
